,Adult,Genres,Id,Imdb Id,Keywords,Production Companies,Production Countries,Release Date,Year,Tagline,Title,Budget,Popularity,Runtime,Vote Average,Vote Count,New Key,Worldwide,Domestic,Foreign
3409,False,"['Action', 'Crime', 'Horror', 'Thriller']",326,tt0417148,"['snake', 'airplane', 'suspense', 'fbi agent', 'death', 'animal attack', 'first class', 'duringcreditsstinger', 'snake attack']",['New Line Cinema'],['United States of America'],8/6/2006,2006,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",Snakes on a Plane,33000000,7.418574,105.0,5.1,504.0,"['snake', 'airplane', 'suspense', 'fbi agent', 'death', 'animal attack', 'first class', 'duringcreditsstinger', 'snake attack']",62022014,34020814,28001200
3410,False,"['Comedy', 'Mystery']",512,tt0457513,"['upper class', 'prostitute', 'journalist', 'drowning', 'newspaper', 'magic', 'tarot cards', 'magic show', 'lordship', 'suspicion of murder', 'headline', 'funeral', 'investigation', 'daughter', 'music instrument', 'afterlife', 'swimming pool', 'murder', 'wealth', 'american']","['BBC Films', 'Ingenious Film Partners', 'Ingenious Media', 'Perdido Prod.']",['United Kingdom'],7/27/2006,2006,The perfect man. The perfect story. The perfect murder.,Scoop,4000000,8.16339,96.0,6.4,435.0,"['upper class', 'prostitute', 'journalist', 'drowning', 'newspaper', 'magic', 'tarot cards', 'magic show', 'lordship', 'suspicion of murder', 'headline', 'funeral', 'investigation', 'daughter', 'music instrument', 'afterlife', 'swimming pool', 'murder', 'wealth', 'american']",39220946,10525717,28695229
3411,False,['Comedy'],9718,tt0415306,"['north carolina', 'prayer', 'family dinner', 'motorcycle', 'advertising', 'divorce', 'automobile racing', 'nascar', 'dog trainer', 'car movie', 'sport competition', 'psychosomatic illness', 'french stereotype', 'aftercreditsstinger']","['Columbia Pictures', 'Apatow Productions']",['United States of America'],8/4/2006,2006,The story of a man who could only count to #1,Talladega Nights: The Ballad of Ricky Bobby,72500000,6.936688,116.0,6.2,497.0,"['north carolina', 'prayer', 'family dinner', 'motorcycle', 'advertising', 'divorce', 'automobile racing', 'nascar', 'dog trainer', 'car movie', 'sport competition', 'psychosomatic illness', 'french stereotype', 'aftercreditsstinger']",163362095,148213377,15148718
3412,False,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",1593,tt0477347,"['museum', 'skeleton', 'night shift', 'chaos', 'genghis khan', 'maya civilization', 'natural history', 'theodore roosevelt', 'dinosaur', 'magical object', 'security guard', 'duringcreditsstinger']","['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment']","['United States of America', 'United Kingdom']",10/20/2006,2006,Where History Comes To Life,Night at the Museum,110000000,16.661966,108.0,6.4,2949.0,"['museum', 'skeleton', 'night shift', 'chaos', 'genghis khan', 'maya civilization', 'natural history', 'theodore roosevelt', 'dinosaur', 'magical object', 'security guard', 'duringcreditsstinger']",574480841,250863268,323617573
3413,False,"['Drama', 'History', 'Thriller']",1852,tt0469641,"['terror', 'runaway', 'alarm clock', 'hero', 'firemen', 'fire engine', 'war on terror', 'rescue', 'marine', 'hospital', 'trapped', 'rubble']","['Paramount Pictures', 'Double Feature Films', 'Intermedia Films']",['United States of America'],8/9/2006,2006,The world saw evil that day. Two men saw something else.,World Trade Center,63000000,13.332102,128.0,5.9,461.0,"['terror', 'runaway', 'alarm clock', 'hero', 'firemen', 'fire engine', 'war on terror', 'rescue', 'marine', 'hospital', 'trapped', 'rubble']",163247198,70278893,92968305
3414,False,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1262,tt0420223,"['professor', 'literature', 'love', 'romantic comedy', 'author', 'fate', 'death', 'dying', 'novelist', 'publisher']","['Mandate Pictures', 'Three Strange Angels']",['United States of America'],9/9/2006,2006,Harold Crick isn't ready to go. Period.,Stranger Than Fiction,30000000,10.798092,113.0,7.1,743.0,"['professor', 'literature', 'love', 'romantic comedy', 'author', 'fate', 'death', 'dying', 'novelist', 'publisher']",53653224,40660952,12992272
3415,False,"['Action', 'Adventure', 'Crime', 'Thriller']",82,tt0430357,"['miami, florida', 'florida', 'drug dealing', 'havana, cuba', 'speedboat\xa0']","['Universal Pictures', 'Forward Pass', 'Motion Picture ETA Produktionsgesellschaft', 'Foqus Arte Digital', 'Metropolis Films']","['Uruguay', 'United States of America', 'Germany', 'Paraguay']",7/27/2006,2006,No Law. No Rules. No Order.,Miami Vice,135000000,11.72545,134.0,5.7,494.0,"['based on tv series', 'drug deal', 'havana cuba']",164231296,63450470,100780826
3419,False,['Comedy'],9293,tt0455967,"['high school', 'basketball', 'revenge', 'falling in love', 'teenage boy', 'woman director', 'school life']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Major Studio Partners', 'Landscape Entertainment', 'John US Productions']","['Canada', 'United States of America']",7/27/2006,2006,Don't Get Mad. Get Even.,John Tucker Must Die,18000000,7.810300999999999,87.0,5.9,375.0,"['high school', 'basketball', 'revenge', 'falling in love', 'teenage boy', 'woman director', 'school life']",68844775,41011711,27833064
3420,False,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",9906,tt0429589,"['ant', 'child hero', 'shrinking', 'ant-hill', 'children', 'bully']","['Playtone', 'Warner Bros.', 'Legendary Entertainment', 'DNA Productions']",['United States of America'],7/27/2006,2006,The battle for the lawn is on.,The Ant Bully,50000000,7.000272,88.0,5.5,375.0,"['ant', 'child hero', 'shrinking']",55181129,28142535,27038594
3421,False,"['Action', 'Thriller', 'Crime']",1948,tt0479884,"['poison', 'helicopter', 'assassin', 'nudity', 'hitman', 'adrenalin', 'fistfight', 'swimming pool', 'revenge', 'shootout', 'motorcycle', 'drug', 'cell phone', 'car chase', 'though guy', 'pharmacy', 'defibrillation', 'hospital gown', 'emergency room', 'aftercreditsstinger', 'sweatshop', 'run']","['Lions Gate Films', 'Lakeshore Entertainment', 'GreeneStreet Films', 'Radical Media']",['United States of America'],8/31/2006,2006,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.",Crank,12000000,12.627593,88.0,6.6,1172.0,"['poison', 'helicopter', 'assassin', 'nudity', 'hitman', 'adrenalin', 'fistfight', 'swimming pool', 'revenge', 'shootout', 'motorcycle', 'drug', 'cell phone', 'car chase', 'though guy', 'pharmacy', 'defibrillation', 'hospital gown', 'emergency room', 'aftercreditsstinger', 'sweatshop', 'run']",42931041,27838408,15092633
3423,False,"['Drama', 'Action', 'Crime']",5289,tt0402910,"['chaos theory', 'bank robbery']","['Current Entertainment', 'Epsilon Motion Pictures', 'Zero Gravity Management', 'Möbius Entertainment', 'Rampage Entertainment', 'Chaotic Productions', 'Mobius International']","['Canada', 'United Kingdom', 'United States of America']",1/17/2005,2005,When the system breaks down... someone is about to get rich.,Chaos,20000000,9.51795,106.0,6.1,278.0,['chaos theory'],20166,10289,9877
3426,False,"['Animation', 'Comedy', 'Family']",9907,tt0414853,"['peasant', 'farm', 'cow', 'cojote', 'family']","['Paramount Pictures', 'Nickelodeon Movies', 'Paramount Animation']","['Germany', 'United States of America']",8/4/2006,2006,What happens in the barn stays in the barn,Barnyard,51000000,6.984949,90.0,5.3,230.0,"['peasant', 'farm', 'cow', 'cojote']",116755080,72637803,44117277
3427,False,"['Music', 'Drama', 'Romance', 'Crime']",9762,tt0462590,"['dancing', 'new love', 'dance', 'baltimore', 'art school', 'woman director']","['Summit Entertainment', 'Offspring Entertainment', 'Touchstone Pictures', 'Eketahuna LLC']",['United States of America'],8/11/2006,2006,Every Second Chance Begins With a First Step,Step Up,12000000,14.21769,104.0,6.7,1092.0,"['dancing', 'new love', 'dance', 'baltimore', 'art school']",114194847,65328121,48866726
3428,False,"['Family', 'Fantasy', 'Comedy']",14113,tt0383060,['superhero'],"['Columbia Pictures', 'Revolution Studios']",['United States of America'],8/11/2006,2006,They're going to save the world... as long as they're home for dinner.,Zoom,35000000,11.967444,83.0,4.9,140.0,['superhero'],12506362,11989328,517034
3429,False,"['Action', 'Comedy', 'Crime']",15049,tt0479647,"['canada', 'police', 'murder', 'killer', 'buddy cop']","['Park Ex Pictures', 'Sortie 22']",['Canada'],7/6/2006,2006,Shoot First Translate Later,Bon Cop Bad Cop,8000000,5.397604,116.0,6.5,43.0,"['canada', 'police', 'murder', 'killer']",12735126,12665721,69405
3431,False,['Drama'],7859,tt0468489,"['new york city', 'date', 'prison', 'ex-girlfriend', 'ghetto', 'bicycle', 'class', 'sports', 'basketball', 'crack', 'teacher', 'student', 'theft', 'alcoholic', 'liberal', 'junior high school', 'drug habit', 'freebasing']","['Thinkfilm', 'Hunting Lane Films', 'Journeyman Pictures', 'Original Media', 'Silverwood Films', 'Traction Media']",['United States of America'],8/11/2006,2006,Secrets don't let go.,Half Nelson,700000,12.155115,107.0,6.5,243.0,"['date', 'bicycle', 'crack']",4660481,2697938,1962543
3435,False,['Comedy'],9788,tt0384793,"['hot dog costume', 'electro shock', 'fake school', 'strait jacket', 'croquet']","['Universal Pictures', 'Shady Acres Entertainment']",['United States of America'],8/18/2006,2006,When every college turned them down. . . they made one up.,Accepted,23000000,7.06088,93.0,6.2,412.0,"['hot dog costume', 'electro shock', 'fake school', 'strait jacket', 'croquet']",38623262,36323505,2299757
3436,False,"['Fantasy', 'Drama', 'Thriller', 'Romance']",1491,tt0443543,"['magic', 'princess', 'love', 'rivalry', 'vienna austria', 'crown prince', 'duchess', 'supernatural power', 'childhood sweetheart']","['Michael London Productions', 'Stillking Films', 'Bob Yari Productions', 'Contagious Entertainment']","['Czech Republic', 'United States of America']",8/18/2006,2006,Nothing Is What It Seems.,The Illusionist,40000000,11.494009,110.0,7.1,1657.0,"['magic', 'princess', 'love', 'rivalry', 'vienna austria', 'crown prince', 'duchess', 'supernatural power', 'childhood sweetheart']",87892388,39868642,48023746
3437,False,['Drama'],1165,tt0436697,"['upper class', 'loss of mother', 'great britain', 'sadness', 'queen', 'monarchy', 'paparazzi', 'prime minister', 'headline', 'oscar award', 'dying and death', 'queen elisabeth ii', 'prince charles', 'buckingham palace', 'royal family']","['BIM Distribuzione', 'Granada Film Productions', 'Scott Rudin Productions', 'Pathé Renn Productions', 'Pathé Pictures International', 'Future Films', 'France 3 Cinema']","['France', 'Italy', 'United Kingdom', 'United States of America']",9/15/2006,2006,Our Leaders. Ourselves.,The Queen,15000000,7.904371,103.0,6.8,344.0,"['upper class', 'loss of mother', 'great britain', 'sadness', 'queen', 'monarchy', 'paparazzi', 'prime minister', 'headline', 'oscar award', 'dying and death', 'queen elisabeth ii', 'prince charles', 'buckingham palace', 'royal family']",123384128,56441711,66942417
3438,False,['Comedy'],9988,tt0486551,"['germany', 'competition', 'usa', 'prostitute', 'alcohol', 'beer', 'training', 'oktoberfest']",['Broken Lizard Industries'],['United States of America'],8/25/2006,2006,Prepare for the ultimate chug of war.,Beerfest,17500000,7.481125,110.0,5.8,173.0,"['germany', 'competition', 'prostitute', 'alcohol', 'beer']",20387597,19185184,1202413
3445,False,"['Mystery', 'Thriller', 'Horror']",9708,tt0450345,"['california', 'island', 'airplane', 'limousine', 'car crash', 'allergy']","['Saturn Films', 'Brightlight Pictures', 'Alcon Entertainment', 'Nu Image Entertainment GmbH', 'Warner Bros.', 'Millennium Films', 'Wicker Man Productions']","['United States of America', 'Germany', 'Canada']",9/1/2006,2006,Some sacrifices must be made,The Wicker Man,40000000,9.423256,102.0,4.0,355.0,"['california', 'island', 'airplane', 'limousine', 'car crash', 'allergy']",38805380,23649127,15156253
3451,False,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",9954,tt0475944,"['witch', 'magic', 'male friendship', 'college', 'spider', 'haunting', 'inheritance', 'teenager', 'super power', 'warlock', 'swimming team']",[],['United States of America'],9/8/2006,2006,Only the power of Hell can help them.,The Covenant,20000000,12.72212,97.0,5.2,295.0,"['magic', 'male friendship', 'college', 'supernatural powers']",37598767,23380495,14218272
3452,False,"['Comedy', 'Drama', 'Romance']",7511,tt0434139,"['sex', 'architect', 'striptease', 'deceived wife', 'stripper', 'wedding', 'pregnancy']",['Lakeshore Entertainment'],['United States of America'],9/10/2006,2006,We all make choices. What's yours?,The Last Kiss,20000000,9.996541,115.0,5.9,125.0,"['sex', 'architect', 'striptease', 'deceived wife', 'stripper', 'wedding', 'pregnancy']",15852401,11614790,4237611
3454,False,['Drama'],13075,tt0423169,"['new jersey', 'ex-con', 'heroin addict', 'woman director', 'mother daughter relationship']",['Red Envelope Entertainment'],['United States of America'],9/8/2006,2006,No one makes it alone.,Sherrybaby,2000000,3.319349,96.0,6.3,43.0,"['independent film', 'mother daughter relationship']",622806,199176,423630
3455,False,"['Adventure', 'Comedy', 'Science Fiction']",7512,tt0387808,"['prostitute', 'capitalism', 'usa president', 'arena', 'congress', 'future', 'human experimentation', 'dystopia', 'army', 'stupidity', 'hibernation', 'dark comedy', 'social satire', 'brainwashing', 'surveillance', 'dystopic future']","['Twentieth Century Fox Film Corporation', 'Ternion Pictures']",['United States of America'],9/1/2006,2006,"In the future, intelligence is extinct.",Idiocracy,30000000,12.130803,84.0,6.3,681.0,"['prostitute', 'capitalism', 'usa president', 'arena', 'congress', 'future', 'human experimentation', 'dystopia', 'army', 'stupidity', 'hibernation', 'dark comedy', 'social satire', 'brainwashing', 'surveillance', 'dystopic future']",495303,444093,51210
3457,False,"['Comedy', 'Drama', 'Romance']",10846,tt0419198,"['medicine', 'professor for literature', 'bagdad', 'poet', 'iraq', 'autorin', 'falling in love']",['Melampo Cinematografica'],['Italy'],10/14/2005,2005,A love-struck Italian poet is stuck in Iraq at the onset of an American invasion.,The Tiger and the Snow,35000000,5.524817,114.0,6.9,110.0,"['medicine', 'professor for literature', 'bagdad', 'poet', 'iraq', 'autorin', 'falling in love']",25460023,10167,25449856
3458,False,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",1381,tt0414993,"['brain tumor', 'operation', 'queen', 'surgeon', 'tree', 'dying and death', 'transience', 'immortality', 'maya civilization', 'monkey']","['Regency Enterprises', 'Warner Bros.', 'Muse Entertainment Enterprises', 'Protozoa Pictures', 'New Regency Pictures']",['United States of America'],9/6/2006,2006,Death is the road to awe,The Fountain,35000000,11.577121,96.0,6.8,852.0,"['brain tumor', 'operation', 'queen', 'surgeon', 'tree', 'dying and death', 'transience', 'immortality', 'maya civilization', 'monkey']",16468343,10144010,6324333
3459,False,"['Comedy', 'Drama', 'Fantasy']",300,tt0354899,"['paris', 'date', 'mexico', 'sex', 'jealousy', 'dream', 'subconsciousness', 'magic', 'nudity', 'nightmare', 'cloud', 'love', 'travel', 'escape', 'art', 'imagination']","['Gaumont', 'France 3 Cinéma', 'TPS Star', 'Partizan Films', 'Mikado Film']","['France', 'Italy']",2/11/2006,2006,Close your eyes. Open your heart.,The Science of Sleep,6000000,10.603991,105.0,6.8,253.0,"['paris', 'date', 'mexico', 'sex', 'jealousy', 'dream', 'subconsciousness', 'magic', 'nudity', 'nightmare', 'cloud', 'love', 'travel', 'escape', 'art', 'imagination']",15116179,4670644,10445535
3460,False,['Drama'],9676,tt0387877,"['pornography', 'observer', 'los angeles, california', 'neo-noir', 'murder hunt']","['Universal Pictures', 'Signature Pictures', 'Linson Entertainment', 'Art Linson Productions', 'Millennium Films', 'Nu Image Entertainment GmbH']","['France', 'Germany', 'United States of America']",9/15/2006,2006,Inspired by the most notorious unsolved murder in California history.,The Black Dahlia,50000000,6.506572,121.0,5.7,292.0,"['pornography', 'observer', 'los angeles']",49332692,22545080,26787612
3462,False,"['Action', 'Adventure', 'Crime', 'Drama']",9766,tt0421206,"['competition', 'american football', 'prisoner', 'probation assistant ', 'sports', 'based on a true story', 'los angeles, california', 'violence', 'mother son relationship', 'juvenile delinquency']",['Columbia Pictures'],['United States of America'],9/15/2006,2006,One goal. A second chance.,Gridiron Gang,30000000,5.025475,125.0,6.6,210.0,"['competition', 'prisoner', 'probation assistant ', 'sport', 'violence']",41480851,38432823,3048028
3465,False,"['Action', 'Adventure', 'Drama', 'Thriller']",1579,tt0472043,"['loss of family', 'solar eclipse', 'slavery', 'jaguar', 'village', 'maya civilization', 'forest', 'tribe', 'human sacrifice', 'central america', 'maya', 'ancient civilization']","['Icon Productions', 'Icon Entertainment International', 'Touchstone Pictures']",['United States of America'],12/7/2006,2006,No one can outrun their destiny.,Apocalypto,40000000,7.735233,139.0,7.3,1252.0,"['loss of family', 'solar eclipse', 'slavery', 'jaguar', 'village', 'maya civilization', 'forest', 'tribe', 'human sacrifice', 'central america', 'maya', 'ancient civilization']",120673227,50866635,69806592
3467,False,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",9664,tt0454824,"['world war i', 'biplane']","['Ingenious Film Partners', 'Electric Entertainment', 'Skydance Productions', 'Flyboys Films']","['United Kingdom', 'United States of America']",9/22/2006,2006,Inspired by a true story,Flyboys,60000000,5.460942,140.0,6.3,274.0,['world war i'],17834865,13090630,4744235
3468,False,"['Action', 'Comedy', 'Documentary']",12094,tt0493430,"['wound', 'disgust', 'pain', 'stunts', 'stuntman', 'stupidity', 'bulle']",['Paramount Pictures'],['United States of America'],9/22/2006,2006,Guess who just made number two?,Jackass Number Two,11000000,7.915367999999999,95.0,6.4,306.0,"['wound', 'disgust', 'pain', 'stunts', 'stuntman', 'stupidity', 'bulle']",84645164,72778712,11866452
3469,False,"['Drama', 'Thriller']",1717,tt0405676,"['corruption', 'journalist', 'based on novel', 'blackmail', 'manipulation', 'bodyguard', 'louisiana', 'scandal', 'power', 'governor', 'politics', 'tragedy', 'mistress']","['Columbia Pictures Corporation', 'Rising Star', 'Relativity Media', 'Phoenix Pictures', 'VIP 4 Medienfonds']",['United States of America'],9/10/2006,2006,Some people will do anything to gain power. Some will do anything to keep it.,All the King's Men,55000000,7.991167999999999,125.0,5.7,95.0,"['corruption', 'journalist', 'based on novel', 'blackmail', 'manipulation', 'bodyguard', 'louisiana', 'scandal', 'power', 'governor', 'politics', 'tragedy', 'mistress']",9451623,7221458,2230165
3470,False,['Comedy'],496,tt0443453,"['male nudity', 'usa', 'california', 'prostitute', 'journalist', 'rodeo', 'kazakhstan', 'demeanor course', 'chicken', 'driving school', 'anti semitism', 'bear', 'mockumentary', 'reporter', 'aftercreditsstinger']","['Twentieth Century Fox Film Corporation', 'Four By Two Productions']",['United States of America'],11/1/2006,2006,"Come to Kazakhstan, it's nice!",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,8.278336,82.0,6.5,1617.0,"['male nudity', 'usa', 'california', 'prostitute', 'journalist', 'rodeo', 'kazakhstan', 'demeanor course', 'chicken', 'driving school', 'anti semitism', 'bear', 'mockumentary', 'reporter', 'aftercreditsstinger']",262552893,128505958,134046935
3471,False,"['Fantasy', 'Drama', 'War']",1417,tt0457430,"['spain', 'resistance', 'servant', 'anti hero', 'fairy', 'fairy tale', 'franco regime', 'army', 'princess', 'love', 'woods', 'king', 'hiding', 'labyrinth']","['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang']","['Spain', 'United States of America', 'Mexico']",5/27/2006,2006,What happens when make-believe believes it's real?,Pan's Labyrinth,19000000,26.817754,118.0,7.6,3122.0,"['spain', 'resistance', 'servant', 'anti hero', 'fairy', 'fairy tale', 'franco regime', 'army', 'princess', 'love', 'woods', 'king', 'hiding', 'labyrinth']",83850267,37634615,46215652
3472,False,"['Action', 'Adventure', 'Drama']",4643,tt0406816,"['ocean', 'coast guard', 'teamwork', 'rescue', 'death']","['Contrafilm', 'Firm Films', 'Touchstone Pictures', 'Beacon Pictures', 'Eyetronics']",['United States of America'],9/28/2006,2006,How Do You Decide Who Lives Or Who Dies?,The Guardian,70000000,10.031817,139.0,6.8,394.0,"['ocean', 'coast guard', 'teamwork', 'rescue']",94973540,55011732,39961808
3473,False,"['Adventure', 'Animation', 'Family']",7484,tt0400717,"['hunter', 'mountain', 'garage', 'grizzly bear', 'bunny', 'chase', 'forest', 'deer', 'bear']",['Sony Pictures Animation'],['United States of America'],9/29/2006,2006,One Fur All & All Fur One,Open Season,85000000,11.744242,83.0,6.1,676.0,"['hunter', 'mountain', 'garage', 'grizzly bear', 'bunny', 'chase', 'forest', 'deer', 'bear']",200811689,85105259,115706430
3474,False,"['Comedy', 'Drama', 'Romance']",9842,tt0462519,"['date', 'competition', 'lovesickness', 'mentor', 'traffic cop']",['Dimension Films'],['United States of America'],9/29/2006,2006,Life's A Game. Learn How To Play.,School for Scoundrels,20000000,10.725567,100.0,5.6,112.0,"['date', 'competition', 'lovesickness', 'mentor']",23947685,17807569,6140116
3475,False,"['Drama', 'Thriller', 'Crime']",1422,tt0407887,"['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training']","['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Plan B Entertainment']","['Hong Kong', 'United States of America']",10/5/2006,2006,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,90000000,18.515448000000006,151.0,7.9,4455.0,"['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training']",291465034,132384315,159080719
3476,False,['Horror'],10781,tt0420294,"['mass murder', 'planned murder', 'chain saw', 'sadism', 'knife', 'psychopath', 'prequel', 'murder', 'gore', 'serial killer', 'blood', 'leatherface', 'slaughterhouse', 'slasher', 'chainsaw', 'torture', 'cruelty', 'series of murders', 'violence', 'cannibal', 'severed foot']","['New Line Cinema', 'Next Entertainment', 'Platinum Dunes', 'Texas Chainsaw Productions']",['United States of America'],10/6/2006,2006,What you know about fear... doesn't even come close.,The Texas Chainsaw Massacre: The Beginning,16000000,10.516112,91.0,5.9,412.0,"['mass murder', 'planned murder', 'chain saw', 'sadism', 'knife', 'psychopath', 'prequel', 'murder', 'gore', 'serial killer', 'blood', 'leatherface', 'slaughterhouse', 'slasher', 'chainsaw', 'torture', 'cruelty', 'series of murders', 'violence', 'cannibal', 'severed foot']",51764406,39517763,12246643
3477,False,"['Comedy', 'Romance']",9794,tt0424993,"['date', 'salesclerk', 'midlife crisis', 'prenzlauer berg', 'vulgar', 'slacker', 'business consultant', 'love']",['Lionsgate'],['United States of America'],10/6/2006,2006,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work",Employee of the Month,12000000,8.596352,103.0,5.4,156.0,"['salesclerk', 'midlife crisis', 'prenzlauer berg', 'vulgar', 'slacker']",38395414,28444855,9950559
3478,False,"['Drama', 'Comedy']",7510,tt0439289,"['gay', 'sister sister relationship', 'wife husband relationship', '1970s', 'becoming an adult', 'adoption', 'therapist']",['TriStar Pictures'],['United States of America'],10/27/2006,2006,Ever have one of those lives?,Running with Scissors,12000000,4.926507,116.0,5.8,80.0,"['gay', 'sister sister relationship', 'wife husband relationship', '1970s', 'becoming an adult', 'adoption', 'therapist']",7460797,7022827,437970
3480,False,"['Horror', 'Thriller']",1975,tt0433386,"['remake', 'little boy', 'curse', 'tokyo, japan']","['Columbia Pictures Corporation', 'Ghost House Pictures', 'Vertigo Entertainment']",['United States of America'],10/13/2006,2006,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,20000000,6.7688039999999985,102.0,5.3,288.0,"['remake', 'little boy']",70711175,39143839,31567336
3481,False,"['Comedy', 'Drama', 'Romance', 'Thriller']",9895,tt0483726,"['u.s. president', 'presidential election', 'comedian']","['Universal Pictures', 'Morgan Creek Productions']",['United States of America'],10/9/2006,2006,Elections are made to be broken.,Man of the Year,20000000,7.018483,115.0,5.8,129.0,"['usa president', 'presidential election']",42472472,37327390,5145082
3482,False,"['Action', 'Adventure', 'Drama', 'Thriller']",8975,tt0419946,"['gangster', 'wife', 'war', 'change', 'iraq war']","['Twentieth Century Fox Film Corporation', 'Pacific Film and Television Commission', 'WWE Studios']",['United States of America'],10/13/2006,2006,War is Fine But The Fight Continues,The Marine,20000000,6.679167999999999,92.0,5.0,165.0,"['gangster boss', 'wife', 'war', 'change']",22165608,18844784,3320824
3483,False,['Drama'],9672,tt0420609,"['killing', 'death penalty', 'biography', 'kansas', 'based on a true story', 'author', 'truman capote', '1960s', 'murder hunt']","['Killer Films', 'Longfellow Pictures', 'Jack and Henry Productions Inc.']",['United States of America'],11/16/2006,2006,There's more to the story than you know,Infamous,13000000,5.169999,110.0,6.4,60.0,"['killing', 'death penalty', 'kansas', 'author']",2689799,1151330,1538469
3484,False,['Drama'],15005,tt0430431,"['based on novel or book', 'persia', 'queen', 'bible', 'biography', 'esther', 'old testament', '5th century bc']",['Gener8Xion Entertainment'],['United States of America'],10/13/2006,2006,Feel The Touch Of Destiny,One Night with the King,20000000,3.660528,123.0,6.1,12.0,"['based on novel', 'persia', 'queen']",13728450,13395961,332489
3485,False,['Documentary'],39183,tt0489247,"['new york city', 'beckenbauer', 'pele']",[],[],1/1/2006,2006,The untold story of the team that had America at its feet.,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1000000,0.110813,97.0,4.7,3.0,"['new york', 'beckenbauer']",212780,144601,68179
3492,False,['Drama'],18925,tt0805526,"['underdog', 'american football', 'american football coach', 'sports', 'faith', 'coach', 'american football team', 'aftercreditsstinger', 'christian', 'football movie', 'high school football']",['Destination Films'],['United States of America'],9/29/2006,2006,Never give up. Never back down. Never lose faith.,Facing the Giants,100000,7.485908,111.0,6.6,64.0,"['christian', 'sport']",10243159,10178331,64828
3493,False,['Drama'],1523,tt0455590,"['dictator', '1970s', 'general', 'kidnapping', 'naivety', 'luxury', 'oscar award', 'charisma', 'polygamy', 'uganda']","['Fox Searchlight Pictures', 'Cowboy Films', 'DNA Films', 'Scottish Screen', 'UK Film Council', 'Filmfour', 'Slate Films', 'Tatfilm']","['United Kingdom', 'Germany', 'United States of America']",9/1/2006,2006,Charming. Magnetic. Murderous.,The Last King of Scotland,6000000,9.424157,121.0,7.4,568.0,"['dictator', '1970s', 'general', 'kidnapping', 'naivety', 'luxury', 'oscar award', 'charisma', 'polygamy', 'uganda']",48618191,17606684,31011507
3495,False,"['Romance', 'Drama', 'Comedy']",1378,tt0367027,"['gay', 'new york', 'free love', 'swinger club', 'transsexuality', 'sex', 'heterosexual', 'suicide attempt', 'eroticism', 'group sex', 'orgasm', 'sex therapy', 'video', 'dominatrix', 'homosexuality']","['Fortissimo Films', 'Process Productions', 'Q Television']",['United States of America'],5/20/2006,2006,Open Your Mind. And Everything Else.,Shortbus,2000000,11.547748,101.0,6.3,141.0,"['gay', 'new york', 'free love', 'swinger club', 'transsexuality', 'sex', 'heterosexual', 'suicide attempt', 'eroticism', 'group sex', 'orgasm', 'sex therapy', 'video', 'dominatrix', 'homosexuality']",5526675,1985292,3541383
3496,False,"['Drama', 'Action', 'Thriller', 'Science Fiction']",9693,tt0206634,"['police state', 'hippie', 'rebel', 'miracle', 'future', 'dystopia', 'chaos', 'aging', 'childlessness', 'faith', 'survival', 'birth']","['Universal Pictures', 'Strike Entertainment']","['United Kingdom', 'United States of America']",9/22/2006,2006,The future's a thing of the past.,Children of Men,76000000,14.114606,109.0,7.4,2120.0,"['police state', 'hippie', 'rebel', 'miracle', 'future', 'dystopia', 'chaos', 'aging', 'childlessness', 'faith', 'survival', 'birth']",70455770,35552383,34903387
3497,False,"['Drama', 'Mystery', 'Thriller']",1124,tt0482571,"['competition', 'secret', 'obsession', 'magic', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class']","['Warner Bros.', 'Touchstone Pictures', 'Syncopy']",['United States of America'],10/19/2006,2006,Are You Watching Closely?,The Prestige,40000000,16.94556,130.0,8.0,4510.0,"['competition', 'secret', 'obsession', 'magic', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class']",109676311,53089891,56586420
