,Id,Title,Production Companies
17261,33360,Let's Not Get Angry,
17262,10792,Hothead,Gaumont
17263,18758,To Kill with Intrigue,
17264,18735,Magnificent Bodyguards,
17265,19274,Fearless Hyena,
17266,46124,Dragon Fist,
17267,18867,Half a Loaf of Kung Fu,
17268,220106,We Should Not Exist,CinéCinéma
17268,220106,We Should Not Exist,HPG Production
17269,13679,Kirikou and the Wild Beasts,Les Armateurs
17270,51594,The Statue of Liberty,
17271,26168,Slingshot,
17272,67079,Brooklyn Bridge,
17273,28790,Arcade,
17274,232005,Jude the Obscure,
17275,38425,Fantasy Mission Force,
17276,18741,Fearless Hyena Part II,
17277,294261,Fever,
17278,112336,Hitchcock,Fox Searchlight Pictures
17278,112336,Hitchcock,Ingenious Media
17278,112336,Hitchcock,Dune Entertainment
17278,112336,Hitchcock,Cold Spring Pictures
17278,112336,Hitchcock,The Montecito Picture Company
17278,112336,Hitchcock,Big Screen Productions
17279,45006,Interceptor,
17280,93289,Now Where Did the Seventh Company Get to?,Gaumont International
17281,104718,Other Worlds,
17282,80220,Peppermint Soda,
17283,128637,American Roulette,
17284,259292,Honeymoon,RKO Radio Pictures
17285,43157,Just Around the Corner,
17286,97598,Kathleen,
17287,55615,Burn Up!,
17288,197752,Lulu in Berlin,
17289,25539,Winners & Sinners,
17290,44594,Barry Munday,Prospect Pictures
17290,44594,Barry Munday,Corner Store Entertainment
17290,44594,Barry Munday,Far Hills Pictures
17291,10044,My Lucky Stars,Golden Harvest Company
17292,18707,"Twinkle, Twinkle, Lucky Stars",Golden Harvest Company
17293,125409,Kiss and Tell,
17294,64362,"Oui, mais...",
17295,81850,Space Adventure Cobra,Shueisha
17296,34280,L'aventure c'est l'aventure,Les Productions Artistes Associés
17296,34280,L'aventure c'est l'aventure,Les Films 13
17296,34280,L'aventure c'est l'aventure,Les Films Ariane
17297,146405,A Season for Miracles,
17298,397339,The Awful Truth,
17299,10275,The Shaolin Temple,
17300,37030,Shaolin Temple 2: Kids from Shaolin,
17301,36960,Memory,Echo Brge Entertainment
17301,36960,Memory,3210 Films
17302,37032,Martial Arts of Shaolin,
17303,147829,Stand Up and Fight,
17304,142051,Jazz,
17305,38769,Little Miss Broadway,
17306,200447,Miss Annie Rooney,United Artists
17307,77012,Mr. Belvedere Goes to College,
17308,49051,The Hobbit: An Unexpected Journey,WingNut Films
17308,49051,The Hobbit: An Unexpected Journey,New Line Cinema
17309,288290,Mon Paradis - Der Winterpalast,
17310,15770,Born to Defend,
17311,35038,Dragon Fight,
17312,20811,The Master,Film Workshop
17313,10852,Kung Fu Cult Master,
17314,48599,Audition/Talent Competition,
17315,18725,The Enforcer,
17316,31027,Dr. Wai in the Scriptures with No Words,
17317,10620,Once Upon a Time in China and America,China Star Entertainment
17318,10616,Contract Killer,China Star Entertainment
17319,411432,The Executor,
17320,40004,Never Say... Never!,SND
17320,40004,Never Say... Never!,TF1 Films Production
17321,63481,Calmos,Renn Productions
17321,63481,Calmos,Les Films Christian Fechner
17322,197723,Lotte Reiniger: Homage to the Inventor of the Silhouette Film,
17323,269797,"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'",
17324,288101,"All Blossoms Again: Pedro Costa, Director",
17325,147590,100 Ways to Murder Your Wife,
17326,138357,The Prodigal,
17327,279852,Federico Fellini's Autobiography,
17328,160,The Arrival of a Train at La Ciotat,
17329,11540,Adventures of Arsene Lupin,
17330,37653,The Three Brothers,Renn Productions
17330,37653,The Three Brothers,Prima Films
17331,84636,The Immortal Story,
17332,116800,Filming Othello,
17333,94583,The Gay Bed and Breakfast of Terror,
17334,16221,Dororo,
17335,38414,Fresh Bait,France 2 Cinéma
17335,38414,Fresh Bait,Hachette Première
17335,38414,Fresh Bait,M6 Films
17336,19099,Frenchmen,Bac Films
17337,66722,The Goodbye Girl,
17338,46280,The Ring Finger,Eurimages
17338,46280,The Ring Finger,Integral Film
17338,46280,The Ring Finger,Filmförderung Hamburg
17338,46280,The Ring Finger,Les Films du Veyrier
17338,46280,The Ring Finger,Tapioca Films
17339,28733,"Count Yorga, Vampire",
17340,64792,The Red Shoes,
17341,27116,Bluebeard,Geiselgasteig Film
17341,27116,Bluebeard,Gloria Films
17342,43895,Our Little Girl,
17343,43268,Poor Little Rich Girl,
17344,71378,Stevie Nicks: Live at Red Rocks,
17345,29722,The Girl on a Motorcycle,Ares Production
17346,75780,Jack Reacher,Paramount Pictures
17346,75780,Jack Reacher,Mutual Film Company
17346,75780,Jack Reacher,Skydance Productions
17347,99106,The Monster,Cine Films
17347,99106,The Monster,Prerna Films
17348,41153,I Bought a Vampire Motorcycle,
17349,42532,Willard,
17350,70410,The Public Woman,
17351,64876,Ohyaku: The Female Demon,
17352,44470,Ice Cream Man,Doublesteen Productions
17353,86778,A Carol for Another Christmas,
17354,39987,Gestapo's Last Orgy,
17355,114104,The Bobo,
17356,44732,Spring Break Shark Attack,Film Afrika Worldwe
17357,16315,Campfire Tales,
17358,78550,Seven Ways from Sundown,
17359,35818,Les parasites,
17360,22752,The Reluctant Dragon,
17361,66745,Malibu High,Crown International Pictures
17362,135390,The Softening of the Egg,
17363,65904,Who Wants To Kill Jessie?,Filmové Studio Barrandov
17364,46159,Stand Up and Cheer!,
17365,27597,Stowaway,
17366,38727,Susannah of the Mounties,
17367,61658,In Your Dreams,
17368,43767,The Willow Tree,Soureh Cinema
17369,31551,Lady Oscar,Toho Company
17369,31551,Lady Oscar,Kitty Films
17370,242378,That Hagen Girl,
17371,81303,Holiday Wishes,
17372,28751,976-Evil II,Cinetel Films
17373,55952,Xtro 2: The Second Encounter,EGM Film International
17373,55952,Xtro 2: The Second Encounter,British Columbia Film
17373,55952,Xtro 2: The Second Encounter,North American Pictures
17373,55952,Xtro 2: The Second Encounter,Excalibur Pictures
17374,57597,Xtro 3: Watch the Skies,
17375,50177,Foreign Intrigue,Mandeville
17376,47953,Harem suare,
17377,63171,"Glenn, the Flying Robot",
17378,22379,Slipstream,
17379,24446,Holiday in Handcuffs,
17380,48490,The New Barbarians,Fulvia Film
17381,18038,Holiday Reunion,
17382,161273,A Time of Roses,
17383,177522,Lipton Cockton in the Shadows of Sodoma,
17384,41487,Blonde Ice,
17385,288109,Jean Renoir: Part One - From La Belle Époque to World War II,
17386,237983,Just Ask My Children,Hearst Entertainment Productions
17387,27408,Never Too Young to Die,
17388,20224,Remember the Daze,Persistent Entertainment
17389,94135,Yesterday's Enemy,
17390,77775,Young People,
17391,57307,L'incruste,
17392,193380,Les Misérables,
17393,4412,Les Misérables,Société Nouvelle Pathé Cinéma
17393,4412,Les Misérables,Serena
17394,132654,Les Miserables,
17395,98262,The Big Street,
17396,172413,The True Meaning of Christmas Specials,
17397,288128,Great Escape: The Untold Story,
17398,44165,Kenji Mizoguchi: The Life of a Film Director,
17399,91795,Neo Ned,
17400,139909,Aurinkotuuli,
17401,33303,Confessions of a Window Cleaner,
17402,4910,The Man Who Haunted Himself,
17403,20513,Dakota Skye,
17404,169836,A Demon in My View,
17405,34905,Confessions of a Pop Performer,
17406,116613,The Sweeney,Vertigo Films
17406,116613,The Sweeney,Exponential Films
17407,36257,Tiny Toon Adventures: How I Spent My Vacation,Amblin Entertainment
17408,100450,Trapped in the Closet: Chapters 1-12,
17409,87531,The Sea of Grass,
17410,102699,The Visitors,
17411,31022,Aftermath,
17412,83215,Fragments of an Alms-Film,
17413,469172,Manuel on the Island of Wonders,Les Films du Passage
17414,45360,Dr. Bronner's Magic Soapbox,
17415,135545,A Conversation with Gregory Peck,
17416,4171,Odette Toulemonde,Pathé Renn Productions
17416,4171,Odette Toulemonde,TF1 Films Production
17416,4171,Odette Toulemonde,Bel Ombre Films
17416,4171,Odette Toulemonde,Antigone Cinéma
17417,143247,Lucy,
17418,44668,She Had to Say Yes,First National Pictures
17419,22066,The Marsh,
17420,46016,Road to Redemption,
17421,26467,The Climb,
17422,46500,The Warrior and the Sorceress,
17423,86632,Mad Ron's Prevues from Hell,
17424,92681,T.N.T.,
17425,19844,Kiss the Bride,
17426,60917,Painted Lady,
17427,124167,Alphabet City,
17428,63146,Cleanflix,
17429,100592,The Hand,
17430,41604,Grayeagle,
17431,33331,The World's Greatest Athlete,
17432,31046,Jesse Stone: Stone Cold,Brandman Productions
17432,31046,Jesse Stone: Stone Cold,Sony Pictures Television
17433,30347,Jesse Stone: Death in Paradise,Brandman Productions
17433,30347,Jesse Stone: Death in Paradise,Sony Pictures Television
17434,26114,Jesse Stone: Sea Change,Brandman Productions
17434,26114,Jesse Stone: Sea Change,Sony Pictures Television
17435,79983,Padre nuestro,Cinergi Pictures Entertainment
17436,29630,Milarepa,
17437,128644,Marked for Murder,
17438,32168,Typhoon,
17439,152570,Fast Life,
17440,458961,Preston Sturges: The Rise and Fall of an American Dreamer,Eagle Rock Entertainment
17440,458961,Preston Sturges: The Rise and Fall of an American Dreamer,WNET Thirteen
17441,84834,Double Indemnity,
17442,162678,London After Midnight,
17443,47713,The Counterfeit Coin,
17444,70404,First Shot,
17445,52480,Texas Across the River,
17446,84839,The Comic,
17447,97353,Up In Smoke,
17448,102947,First Daughter,
17449,28101,Chicago Massacre: Richard Speck,
17450,72317,True Blue,
17451,71768,The Guns Of Fort Petticoat,
17452,367678,Enola Gay and the Atomic Bombing of Japan,
17453,70753,Stella Maris,
17454,26005,Made in Hong Kong,Nicetop Independent
17455,43753,Creature from Black Lake,
17456,121455,Bad Luck,Polski State Film
17457,118424,The Iceman Tapes: Conversations with a Killer,
17458,24925,Night of the Demons 2,Republic Pictures
17459,100747,Hitler's Madman,Producers Releasing Corporation
17460,171859,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,
17461,124414,Pictures of the Old World,
17462,160989,Day and Night,
17463,118557,Palms,
17464,288151,The Act in Question,
17465,20088,Kon-Tiki,
17466,44450,Angelique,Fono Roma
17466,44450,Angelique,Franco London Films
17467,109475,Ironclads,
17468,31147,Tom Petty and the Heartbreakers: Runnin' Down a Dream,
17469,14614,Churchill: The Hollywood Years,
17470,19336,Godzilla vs. Gigan,Toho Company
17471,24105,The Music Man,Touchstone Television
17472,74397,The Psychopath,Paramount Pictures
17473,91422,"Not With My Wife, You Don't!",
17474,76848,A Woman's Face,
17475,42452,The House of Seven Corpses,
17476,33301,Confessions of a Driving Instructor,
17477,50076,Confessions from a Holiday Camp,
17478,126300,Kilometre Zero,
17479,131434,Un vampiro para dos,
17480,334317,Désiré,
17481,281007,The Summer I Turned 15,
17482,18912,Angst,
17483,33735,Pressure Point,
17484,93715,Butchered,
17485,36931,On the Edge,
17486,271504,2 Become 1,
17487,257604,Kukuli,
17488,123648,The Land,
17489,20302,A Life Apart: Hasidism in America,
17490,34843,Hawking,
17491,40767,No Man of Her Own,
17492,24578,The Waiting Room,
17493,257176,Shadow People,
17494,36244,Rainy Dog,
17495,270002,Fuck Off! Images of Finland,
17496,47219,The Foreigner,
17497,177155,Days and Hours,
17498,207655,Dancing in the Rain,
17499,13946,The Rage,
17500,119010,"Sasquatch, the Legend of Bigfoot",
17501,59005,Quackser Fortune Has a Cousin in the Bronx,
17502,131799,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,
17503,233204,The Pink Jungle,
17504,53031,Living Free,
17505,115834,Ten Tall Men,Columbia Pictures Corporation
17505,115834,Ten Tall Men,Norma Productions
17506,103205,I Thank a Fool,
17507,37348,Monte Walsh,Brandman Productions
17508,36079,Tale of Tales,
17509,44065,The House Is Black,
17510,97514,Mothlight,
17511,123398,Who Killed Vincent Chin?,
17512,144465,The Match King,
17513,46226,The Goddess of 1967,
17514,70051,U.S. Seals,
17515,53657,Raid on Rommel,
17516,158262,The Angel Levine,
17517,141419,Arnulf Rainer,
17518,126122,The Mind Reader,
17519,68179,Escape from Planet Earth,Rainmaker Entertainment
17519,68179,Escape from Planet Earth,Mainframe Entertainment
17520,44220,Patton Oswalt: No Reason to Complain,
17521,241568,Death of a Salesman,
17522,359353,The Scarecrow,
17523,311998,Film Noir: Bringing Darkness to Light,
17524,74935,Helicopter String Quartet,
17525,61382,Breaking The Surface: The Greg Louganis Story,
17526,59912,The Reincarnation of Isabel,
17527,38510,How to Make a Monster,
17528,55204,Which Way Home,
17529,36096,Lucifer Rising,Puck Film Productions
17529,36096,Lucifer Rising,Vaughan Films
17530,134411,Snitch,Front Street Productions
17530,134411,Snitch,Participant Media
17530,134411,Snitch,Imagenation Abu Dhabi FZ
17530,134411,Snitch,Exclusive Media Group
17531,257716,Black and White,
17532,55167,Sixtynine,Omega Film AB
17532,55167,Sixtynine,Jörn Donner Productions
17533,37984,Eye in the Sky,
17534,13442,Zig Zag,
17535,155941,Blue Swallow,
17536,14591,911 in Plane Site,
17537,56744,Murder in Greenwich,
17538,28090,Maniac Cop 2,Overseas FilmGroup
17538,28090,Maniac Cop 2,Medusa Pictures
17538,28090,Maniac Cop 2,The Movie House Sales Company
17539,236035,Gunfighter's Moon,
17540,128682,A Movie,
17541,56508,Fantômas: In the Shadow of the Guillotine,
17542,126132,The Act of Seeing with One's Own Eyes,
17543,24479,"Look, Up in the Sky: The Amazing Story of Superman",
17544,67556,The Suitor,Cocinor
17545,90228,Yoyo,
17546,143796,As Long as You've Got Your Health,CAPAC
17547,103162,Lenny Bruce: Swear to Tell the Truth,HBO Documentary
17548,86244,Verboten!,Globe Enterprises
17549,43650,The Legend of Sleepy Hollow,
17550,74052,My Name Is Juani,Media Films
17551,139244,The Tale of Sweeney Todd,
17552,138906,Le Grand Amour,Madeleine Films
17553,9834,The Net 2.0,
17554,28485,Satan's Blood,Almena Films
17555,82866,Fog City Mavericks,
17556,49519,The Croods,
17557,148820,Land of Milk and Honey,
17558,159412,The Thick-Walled Room,
17559,143946,I Will Buy You,
17560,42455,And Now The Screaming Starts,
17561,17728,Wieners,
17562,180016,First Person Plural,
17563,70121,First Target,
17564,26883,The Trial of the Incredible Hulk,
17565,71809,Central Park,
17566,159414,The Inheritance,
17567,160324,"Hello, Friend",
17568,88812,The Hucksters,
17569,4868,Genghis Khan,Columbia Pictures Corporation
17569,4868,Genghis Khan,Central Cinema Company Film
17569,4868,Genghis Khan,Irving Allen Productions
17570,268674,Shadow Boxers,
17571,68443,The Glass Menagerie,
17572,80890,The Great Gatsby,
17573,89924,Wild Guitar,
17574,29103,The Sadist,
17575,101557,Westward the Women,
17576,124459,The Incredible Burt Wonderstone,New Line Cinema
17576,124459,The Incredible Burt Wonderstone,Benderspink
17577,30198,The Red Spectacles,
17578,62301,Stray Dog: Kerberos Panzer Cops,
17579,103198,Unspeakable Acts,
17580,40859,Dry Movie,
17581,72882,Operation: Daybreak,Ceskoslovenský Filmexport
17581,72882,Operation: Daybreak,Vista
17581,72882,Operation: Daybreak,Filmové studio Barrandov
17582,40878,The Crossing,
17583,41030,The Snow Creature,
17584,49353,Snowbeast,
17585,31131,Outlaw of Gor,
17586,152992,The Wayward Bus,
17587,148357,Where Are My Children?,Universal Film Manufacturing Company
17588,109425,Blood Games,
17589,107250,The Wandering Soul Murders,Carlton America
17589,107250,The Wandering Soul Murders,Shaftesbury Films
17590,210621,The Searchers of Happiness,
17591,130816,Abraham Lincoln,
17592,134806,Riders of the Purple Sage,Rosemont Productions International
17593,23524,Steep,
17594,55892,Mezzo Forte,
17595,94551,The Christine Jorgensen Story,
17596,188524,Moving Out,
17597,126748,The Baby Dance,
17598,247695,The Inspectors,
17599,119001,The Big Circus,Allied Artists Pictures
17600,30631,The Kiss,
17601,20016,Trailer Park of Terror,
17602,189364,Miguel and William,
17603,46972,Big Girls Don't Cry... They Get Even,
17604,128748,Curse of the Blair Witch,
17605,281583,The Substitute,
17606,198146,Upperworld,
17607,100814,Nazty Nuisance,
17608,45562,An Ungentlemanly Act,
17609,75626,For the Love of a Dog,
17610,70736,A Bird of the Air,
17611,96404,A Breed Apart,Hemdale Film
17612,160660,Confidential Agent,
17613,20989,18 Fingers of Death!,
17614,142989,A Get2Gether,
17615,219302,A Man Called Gannon,
17616,17501,Don : The Chase Begins Again,Excel Entertainment
17617,34601,Three Way,Hyperion Pictures
17618,60579,Hey Ram,
17619,5686,A Night in Heaven,
17620,26547,'Twas the Night Before Christmas,
17621,18843,Dr. Dolittle 3,Davis Entertainment
17621,18843,Dr. Dolittle 3,20th Century Fox Home Entertainment
17622,28067,The Ghost Galleon,Ancla Century Films
17623,19809,Copper Mountain,
17624,63840,Huddersfield,
17625,55144,Lush Life,Chanticleer Films
17626,54356,Emmauksen tiellä,
17627,14607,Loaded,
17628,148034,The Elusive Summer of '68,
17629,25516,Koi... Mil Gaya,
17630,55663,Dinosaurus!,
17631,31389,Miss Cast Away,
17632,87090,Business as Usual,Channel Four Films
17633,79816,Thank God He Met Lizzie,
17634,51355,The Rough House,
17635,3146,The War of the Gargantuas,Toho Company
17636,102524,The Machine That Kills Bad People,Tevere Film
17637,40798,Americano,mark edwards robert production
17637,40798,Americano,spirit lake pictures
17638,57993,The Mountain,
17639,64875,The Fighting Prince of Donegal,
17640,44895,Poor White Trash,
17641,25290,Year of the Jellyfish,France 3 Cinéma
17642,3052,Don't Make Waves,Filmways Pictures
17643,51167,According to Spencer,
17644,89049,The Staircase,
17645,198001,Bernice Bobs Her Hair,
17646,109410,42,
17647,293089,The Prodigal Son,
17648,85510,Ladybug Ladybug,
17649,417399,The Castle of Cloads,
17650,76809,Black Rose Ascension,
17651,24527,Undefeatable,
17652,60573,The Burning Bed,
17653,43314,A Lawless Street,
17654,34269,Across the Wide Missouri,
17655,32599,Alex in Wonderland,
17656,149469,Carne de gallina,
17657,62472,Battle in Outer Space,
17658,56419,Tesla: Master of Lightning,
17659,65646,The Eternal Return,
17660,43023,Konga,Merton Park Studios
17661,43113,The H-Man,
17662,4258,Scary Movie 5,
17663,13647,The Invincible Iron Man,
17664,42699,"Yongary, Monster from the Deep",
17665,71508,The Taming of the Shrew,
17666,29886,The Bride Came C.O.D.,
17667,31664,Mexican Hayride,
17668,97767,Always in My Heart,
17669,44692,The Magnetic Monster,
17670,82106,After Office Hours,
17671,110830,American Kickboxer,Distant Horizons
17672,183015,American Kickboxer 2,
17673,221656,Polly of the Circus,
17674,50787,Going to Pieces: The Rise and Fall of the Slasher Film,thinkfilm
17674,50787,Going to Pieces: The Rise and Fall of the Slasher Film,Starz Entertainment
17675,24133,One-Eyed Monster,
17676,55524,Prinsessa Ruusunen,
17677,36549,Yesterday Was a Lie,
17678,42603,Valentino,United Artists
17679,38453,The Black Camel,
17680,118636,Zombies of the Stratosphere,
17681,36229,3° kälter,
17682,56584,"The Late, Great Planet Earth",
17683,23705,A Better Way to Die,Newmarket Capital Group
17684,57849,Casanova's Big Night,
17685,20181,Tunnel Rats,Boll KG
17685,20181,Tunnel Rats,Horst Hermann Medienproduktion
17686,2966,"20,000 Leagues Under the Sea",
17687,156306,A Successful Calamity,
17688,42587,Chariots of the Gods,
17689,32100,The Human Tornado,
17690,96279,After The Storm,
17691,109669,The Tenth Man,MGM Television
17691,109669,The Tenth Man,CBS Entertainment Productions
17692,25117,Bill Hicks: Revelations,
17693,66209,Perils of the Sentimental Swordsman,
17694,64272,War of the Shaolin Temple,
17695,88176,The Lost One,
17696,74257,Holy Flame of the  Martial World,
17697,58954,The Web of Death,
17698,19156,Legendary Weapons of China,
17699,56763,The South Shaolin Master,
17700,31700,Cold Steel,
17701,106849,Henry IV Part 1,
17702,53619,Sergeant Dead Head,
17703,48254,Ovosodo,
17704,106851,Henry IV Part 2,
17705,53197,A Grin Without a Cat,Iskra
17706,112823,Numéro Deux,
17707,108419,Empire,
17708,45736,Shaolin Temple,
17709,149961,The Sentimental Swordsman,
17710,64988,Descendant of the Sun,
17711,68761,A Brooklyn State of Mind,
17712,19568,Airspeed,Melenny Productions
17713,109962,Rich and Famous,
17714,109962,Rich and Famous,
17715,27699,The Awful Dr. Orlof,Hispamer Films
17715,27699,The Awful Dr. Orlof,Leo Lax Production
17716,101297,"Tomorrow, the World!",
17717,21522,Enter the Phoenix,
17718,72525,Syrup,Lila 9th Productions
17719,39889,The Candy Snatchers,
17720,11119,Fortress 2,
17721,183171,Dangerous Corner,
17722,86023,The Intruder,
17723,100224,How Much Wood Would a Woodchuck Chuck,Süddeutscher Rundfunk
17724,124085,Hyenas,ADR Productions
17725,104871,Sicilia!,
17726,61904,Lady Terminator,Soraya Intercine Film PT
17727,8768,The Little Thief,
17728,31560,A Blueprint for Murder,
17729,31715,A Huey P. Newton Story,Luna Ray Films
17730,72834,Sweet Home,
17731,118059,An American Romance,
17732,278111,Angels Don't Sleep Here,
17733,23112,Bliss,ANS Production
17733,23112,Bliss,Greek Film Center
17733,23112,Bliss,Highway Productions
17733,23112,Bliss,Eurimages Council of Europe
17734,48227,La Soufrière,Werner Herzog Filmproduktion
17735,83664,The Man with a Cloak,
17736,82594,Spine Tingler! The William Castle Story,
17737,28258,The Secret Six,
17738,39386,The Corsican File,Gaumont
17738,39386,The Corsican File,Ouille Productions
17739,42601,Zatôichi Meets Yojimbo,
17740,155596,Tokyo Trial,
17741,149155,"Harvest: 3,000 Years",
17742,458,Sissi: The Young Empress,
17743,106388,As You Like It,
17744,134397,Below the Belt,
17745,16150,Darkon,SeeThink Films
17746,41738,After Alice,
17747,27861,Mimino,Mosfilm
17748,64143,Three Smart Girls Grow Up,
17749,20803,Ivan Vasilyevich Changes His Profession,
17750,194668,New York: A Documentary Film,
17751,116711,Epic,Blue Sky Studios
17752,197467,Captain America,
17753,44357,Seasons of the Year,
17754,86282,Tie Xi Qu: West of the Tracks,
17755,84038,Night at the Crossroads,
17756,2077,The Rink,
17757,197481,Captain America II: Death Too Soon,
17758,54120,Bastards of the Party,
17759,44546,Lathe of Heaven,Alliance Atlantis Communications
17759,44546,Lathe of Heaven,Baumgarten Merims Productions
17760,26146,My Wrongs 8245-8249 And 117,
17761,95771,Bush Mama,
17762,55657,"Surrender, Dorothy",
17763,43357,The Twonky,United Artists
17764,119933,The Merchant of Venice,
17765,28424,The Loss of a Teardrop Diamond,Teardrop Productions
17765,28424,The Loss of a Teardrop Diamond,Grand Army Entertainment
17766,18146,Up Periscope,
17767,128873,India: Matri Bhumi,
17768,130824,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,
17769,39193,Firecracker,
17770,293552,At the River I Stand,
17771,106263,National Lampoon's Attack of the 5 Ft. 2 Women,
17772,189650,Babies For Sale,
17773,51856,Privilege,
17774,49343,Dream Demon,Palace Pictures
17775,185291,Act One,
17776,28271,The Devil Within Her,
17777,53405,In the Park,
17778,54894,Modify,
17779,68297,Hiroshima,
17780,32596,An Ideal Husband,
17781,42714,Any Wednesday,
17782,124227,Attack on the Iron Coast,Mirisch Films
17783,63212,Le combat dans l'île,
17784,40226,The Era of Vampires,
17785,387042,Dances Sacred and Profane,
17786,63923,Opera Jawa,Visions Sud Est
17786,63923,Opera Jawa,SET Film Workshop
17787,57981,Rapado,
17788,92620,The Color of Friendship,Alan Sacks Productions
17789,183672,Whole,
17790,34977,Penthouse,
17791,56500,They Call Us Misfits,
17792,53392,His New Profession,
17793,49521,Man of Steel,Legendary Pictures
17793,49521,Man of Steel,DC Entertainment
17793,49521,Man of Steel,Syncopy
17794,53411,Shanghaied,
17795,182499,The Neighbor,Allegro Films
17795,182499,The Neighbor,Image Organization
17796,51844,After Him,
17797,40244,The Witches,
17798,84765,Perfumed Nightmare,
17799,25111,Far Out Man,
17800,224600,The Executioner,
17801,250625,Looking for Palladin,
17802,6636,The Mugger,
17803,112161,6 Month Rule,
17804,104739,From the East,Paradise Films
17805,131478,Doomed Love,
17806,167494,"Reason, Debate and a Story",
17807,119838,Julius Caesar,
17808,35862,Wedding Trough,
17809,141955,A Flea In Her Ear,
17810,118998,Ada,
17811,53928,Adam and Eve,Liqu Films
17812,72190,World War Z,Paramount Pictures
17812,72190,World War Z,GK Films
17812,72190,World War Z,Skydance Productions
17812,72190,World War Z,Hemisphere Media Capital
17812,72190,World War Z,Apparatus Productions
17812,72190,World War Z,Latina Pictures
17813,82134,I Want to Marry Ryan Banks,
17814,41586,K-911,
17815,59584,Mr. Moto's Gamble,
17816,38178,Sign 'o' the Times,
17817,39982,Just Before Dawn,
17818,58293,The Anniversary,Seven Arts Productions
17819,262528,The Purple Gang,
17820,137037,The Death of Maria Malibran,
17821,125374,Minamata: The Victims and Their World,
17822,67272,Känd från TV,
17823,180050,Cigarettes and Coffee,
17824,42527,The Projectionist,
17825,120303,The Vampire,
17826,153420,Love Ghost,
17827,119916,The Tempest,
17828,119916,The Tempest,
17829,93649,Reflection,
17830,120555,Very Important Person,
17831,193878,A Millionaire for Christy,Twentieth Century Fox Film Corporation
17832,25789,Aftershock: Earthquake in New York,
17833,80368,The Doctor and the Devils,
17834,31460,Life Without Dick,
17835,114761,The Beach Boys: An American Family,
17836,151085,Hypocrites,
17837,72140,A Grandpa for Christmas,
17838,120892,"Ah, Wilderness!",
17839,35381,Crossfire Trail,
17840,44909,Ghoulies III: Ghoulies Go to College,Taurus Entertainment Company
17841,30654,Ghoulies IV,
17842,38429,Alive Day Memories: Home from Iraq,
17843,155055,The Ice House,
17844,24935,Return of the Living Dead: Necropolis,Castel Film Romania
17845,24939,Return of the Living Dead: Rave to the Grave,Castel Film Romania
17846,119844,Macbeth,
17847,43562,Along the Great Divide,
17848,359010,Ambush Trail,
17849,36796,American Samurai,
17850,20223,Bad Girls,
17851,22765,The Shadow Riders,
17852,108209,Kid Millions,Howard Productions
17853,45875,Trilogy of Terror II,
17854,91063,It's a Bikini World,
17855,181649,Chu Chin Chow,
17856,126523,Taming of the Fire,
17857,106848,Hamlet,
17858,60824,Lune Froide,
17859,30963,Class Act,
17860,404211,ATF,
17861,24646,Den ofrivillige golfaren,Smart Egg Pictures
17861,24646,Den ofrivillige golfaren,Lefwander Kapitalförvaltning AB
17861,24646,Den ofrivillige golfaren,Cinema Art
17862,5898,Brain Dead,New Horizons
17863,116432,A Limousine the Colour of Midsummer's Eve,
17864,132939,Arizona Raiders,Columbia Pictures Corporation
17865,29345,The Terror Within,
17866,133339,The Surgeon,
17867,30183,Zombies on Broadway,
17868,49524,R.I.P.D.,Universal Pictures
17868,49524,R.I.P.D.,Original Film
17869,197602,Death Is a Woman,
17870,260156,Gitmo,
17871,77173,The Blood Beast Terror,
17872,119928,Othello,
17873,28698,Everything,
17874,31122,The Starfighters,Robert Patrick Productions
17874,31122,The Starfighters,Will Zens Productions
17875,39308,Slave Girls,Hammer Film Productions
17876,43980,"Bashu, the Little Stranger",
17877,5646,Wild Gals of the Naked West,
17878,87245,The Damned,
17879,216755,The Human Behavior Experiments,
17880,42871,Gunman's Walk,
17881,17303,The Devil Dared Me To,Elevenmedia
17881,17303,The Devil Dared Me To,Headstrong
17882,192990,Sky West and Crooked,
17883,75878,Sacrificio: Who Betrayed Che Guevara,
17884,47089,The Middle of the World,
17885,59558,Miami Connection,
17886,19593,The Death of the Incredible Hulk,
17887,47404,"Nick Carter, Master Detective",
17888,120393,To Get to Heaven First You Have to Die,Pandora Filmproduktion
17889,284231,Tinpis Run,Channel Four Films
17889,284231,Tinpis Run,La Sept
17889,284231,Tinpis Run,Tinpis
17889,284231,Tinpis Run,AJBA Productions
17890,66753,Out of Life,Galatée Films
17891,46729,Fetching Cody,
17892,62843,Witchhammer,
17893,117209,Whisper of Sin,Lietuvos Kinostudija
17893,117209,Whisper of Sin,Studio Uljana Kim
17894,144570,Forest of the Gods,Baltic Film Group
17895,188468,Page Miss Glory,
17896,138308,The Hard Man,Columbia Pictures
17897,77728,Giorgino,
17898,17275,The All Together,
17899,238748,Aloha Summer,
17900,85984,Off the Menu: The Last Days of Chasen's,lobos grande
17901,31354,Whatever You Say,M6 Films
17902,28173,Troma's War,
17903,26622,Always Outnumbered,
